,Danceability,Mode,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),ID_CHECK,Song name,Artist,Album,ID
152,0.617,1,0.361,2,-7.218,0.0299,0.703,0.0,0.0919,0.284,120.017,212000,2lW1OBxXD3QbRw1LpodvoA,Ta Con Yeu Nhau,Đức Phúc,Ta Con Yeu Nhau,2lW1OBxXD3QbRw1LpodvoA
153,0.54,1,0.315,0,-6.924,0.0303,0.792,0.0,0.11,0.423,144.019,260519,2ykYCVbP81j2iGDg4l6Xhl,Ngần Ấy Năm,Chi Dan,Ngần Ấy Năm,2ykYCVbP81j2iGDg4l6Xhl
154,0.557,1,0.428,11,-6.866,0.0289,0.778,0.0,0.0803,0.227,79.862,320862,06BpiT6U3BHKGPnx1Xmq5A,,Various Artists,,06BpiT6U3BHKGPnx1Xmq5A
155,0.492,0,0.643,5,-6.949,0.228,0.638,0.0,0.349,0.638,89.88,249333,1OkCOeKmyDaPi9xEtmoorM,Mat Troi Cua Em,Phuong Ly,Mat Troi Cua Em,1OkCOeKmyDaPi9xEtmoorM
156,0.539,0,0.457,2,-7.225,0.0303,0.794,0.0,0.27,0.444,69.984,265064,0Sm1FnUNOFs7aYow0wrwtZ,,Various Artists,,0Sm1FnUNOFs7aYow0wrwtZ
157,0.756,1,0.548,1,-8.073,0.0396,0.469,0.0,0.0707,0.477,107.983,256596,30WxkVK7tYxUpZEKgtgJ5D,Dem Ngay Xa Em,Only C,Dem Ngay Xa Em,30WxkVK7tYxUpZEKgtgJ5D
158,0.428,0,0.442,11,-8.202,0.0326,0.646,0.0,0.121,0.38,207.697,295772,4nhregJK99RyDvoBYb3neO,Su That Sau Mot Loi Hua,Chi Dan,Lam Vo Anh Nhe,4nhregJK99RyDvoBYb3neO
159,0.641,0,0.851,9,-3.881,0.0389,0.313,0.0425,0.153,0.174,135.047,232987,4734o8iRwdI2NkyvdAPHMG,Lac Troi,Sơn Tùng M-TP,Lac Troi,4734o8iRwdI2NkyvdAPHMG
160,0.408,0,0.32,8,-8.752,0.0315,0.729,7.61e-06,0.15,0.132,76.783,282541,5xqanki714S5lfCrhBnfGX,Gửi Người Yêu Cũ,Hồ Ngọc Hà,Gửi Người Yêu Cũ,5xqanki714S5lfCrhBnfGX
161,0.556,1,0.461,8,-7.764,0.0352,0.855,4.99e-05,0.144,0.229,115.856,265345,3VLYGAu1KSxK1NEj4aCuji,Em Còn Khóc Làm Gì,Bich Phuong,Em Còn Khóc Làm Gì,3VLYGAu1KSxK1NEj4aCuji
162,0.619,0,0.405,10,-7.802,0.0279,0.603,0.0,0.107,0.181,126.02,324205,0Wn5kaBr9pNBvQ7RJPVIHe,Khi Phai Quen Di,Phan Mạnh Quỳnh,Mat Hy Vong,0Wn5kaBr9pNBvQ7RJPVIHe
163,0.779,0,0.628,8,-4.984,0.0356,0.584,0.0,0.0731,0.891,110.008,231445,2r3mZudt4OtVIzZAmPqQcn,Xin Anh Dung,Nhiều người hát,Mộng Phù Du,2r3mZudt4OtVIzZAmPqQcn
164,0.498,1,0.465,10,-8.799,0.0269,0.869,0.0137,0.129,0.141,139.924,291279,59qTq0bQOLx7coX9qSucQ5,,Various Artists,,59qTq0bQOLx7coX9qSucQ5
165,0.728,0,0.806,2,-3.824,0.0504,0.423,0.0,0.0883,0.453,127.02,272508,4HlHNLtfxP7Y5z03j3eNOi,CHẠY NGAY ĐI,Sơn Tùng M-TP,CHẠY NGAY ĐI,4HlHNLtfxP7Y5z03j3eNOi
166,0.769,1,0.628,1,-5.997,0.0316,0.296,0.000103,0.105,0.366,109.998,241650,50NsdT6u77MIFociYnvzsG,Bùa Yêu,Bich Phuong,Bùa Yêu,50NsdT6u77MIFociYnvzsG
167,0.435,0,0.354,7,-8.14,0.039,0.603,6.79e-05,0.114,0.289,120.037,276048,3puKlTodKlm0bz5efgPd2f,Vâng Anh Đi Đi,Bich Phuong,Hoàng Hôn Màu Tím,3puKlTodKlm0bz5efgPd2f
168,0.769,1,0.628,1,-5.997,0.0316,0.296,0.000103,0.105,0.366,109.998,241650,50NsdT6u77MIFociYnvzsG,Bùa Yêu,Bich Phuong,Bùa Yêu,50NsdT6u77MIFociYnvzsG
169,0.679,1,0.842,7,-4.716,0.0311,0.00602,0.0,0.164,0.0758,97.997,228980,5s5WpwEoK2V0a1eZq8ES5Y,Em mới là người yêu anh,MIN,Em mới là người yêu anh,5s5WpwEoK2V0a1eZq8ES5Y
170,0.828,1,0.675,10,-5.056,0.038,0.282,0.0,0.106,0.668,110.053,224744,60fOQ17VEfVTYzQ9GEXgX3,Kém Duyên,Rum,Kém Duyên,60fOQ17VEfVTYzQ9GEXgX3
171,0.531,0,0.65,4,-7.764,0.0809,0.923,0.782,0.151,0.386,137.853,262164,2g9jxHI2KqSS1MRwS7e95x,Chắc Ai Đó Sẽ Về,Sơn Tùng M-TP,m-tp M-TP,2g9jxHI2KqSS1MRwS7e95x
172,0.648,0,0.449,5,-7.945,0.0322,0.635,0.0,0.14,0.231,96.057,258847,0wfwhnAYNXg104UAqqZCO5,Tâm Sự Với Người Lạ,Tien Cookie,Tâm Sự Với Người Lạ,0wfwhnAYNXg104UAqqZCO5
173,0.686,1,0.534,2,-5.712,0.0298,0.119,0.0,0.304,0.17,120.121,206000,20aPo7bf0IrwfZvBXDHsnh,Only U,Hoang Ton,Only U,20aPo7bf0IrwfZvBXDHsnh
174,0.494,1,0.491,7,-6.527,0.0268,0.546,0.0,0.105,0.308,143.915,272944,12HaeiaS5UJgoxvnLgU5ro,Cũng Đành Thôi,Đức Phúc,Cũng Đành Thôi,12HaeiaS5UJgoxvnLgU5ro
175,0.611,0,0.768,10,-5.849,0.0408,0.746,2.98e-05,0.0545,0.854,148.032,331687,63jRHFJxORnGFRR0acf6Ml,Ngôi Sao Lẻ Loi,Lil' Knight,Party All Night,63jRHFJxORnGFRR0acf6Ml
176,0.68,0,0.718,10,-7.423,0.0429,0.785,0.0,0.344,0.647,98.305,230386,4ZEbAGjKUHVwGkFEniKEHV,Im Lặng,Lil' Knight,Party All Night,4ZEbAGjKUHVwGkFEniKEHV
177,0.622,1,0.495,5,-8.794,0.0363,0.372,3.3e-06,0.0991,0.575,140.064,235500,5p7Zd8RAb4dLV1MK2owriM,,Various Artists,,5p7Zd8RAb4dLV1MK2owriM
178,0.659,0,0.485,10,-6.337,0.0369,0.653,0.000196,0.107,0.303,114.977,275478,1CzLHMPSAQS7zAms8O6bYt,Drama Queen,Bich Phuong,Drama Queen,1CzLHMPSAQS7zAms8O6bYt
179,0.42,1,0.36,1,-6.006,0.0288,0.954,0.00123,0.113,0.423,135.755,375989,7JVxQjXcMlIwHuwrq7AY8E,1 Phút,Andiez,1 Phút,7JVxQjXcMlIwHuwrq7AY8E
180,0.688,0,0.563,10,-5.945,0.0334,0.439,2.57e-06,0.345,0.243,93.023,250773,6UgaKUJSO0Xp47x6pL1LaA,Em Khong The,Tiên Tiên,Em Khong The,6UgaKUJSO0Xp47x6pL1LaA
181,0.498,1,0.462,10,-9.153,0.0273,0.883,0.00338,0.128,0.107,140.083,293112,1Huy9G87D6pbIveFulsH0P,Âm Thầm Bên Em,Sơn Tùng M-TP,m-tp M-TP,1Huy9G87D6pbIveFulsH0P
182,0.676,0,0.605,3,-6.101,0.0266,0.633,8.95e-06,0.0828,0.455,114.97,264647,48H9qQuXJxkuxiNoUGQSGN,Hay Cho Anh Ben Em,Bằng Cường,chi con minh anh,48H9qQuXJxkuxiNoUGQSGN
183,0.772,1,0.626,8,-8.109,0.0662,0.556,2.67e-05,0.103,0.11,119.965,257040,3Xwgu3mh0CF9x52voRR3IZ,24h,Lyly,24H,3Xwgu3mh0CF9x52voRR3IZ
184,0.605,0,0.454,0,-5.587,0.0276,0.845,3.21e-06,0.132,0.296,126.042,322063,0EZxYaTzv6qPz2YcPS3hX2,Nếu Em Còn Tồn Tại,Trinh Dinh Quang,Tuyển tập Của Trịnh Đình Quang,0EZxYaTzv6qPz2YcPS3hX2
185,0.592,1,0.469,10,-4.514,0.0286,0.623,1.39e-05,0.0884,0.328,133.892,394396,2ojJbYSBTtD2bHGHy7hPBS,Thất Tình,Trinh Dinh Quang,Tuyển tập Của Trịnh Đình Quang,2ojJbYSBTtD2bHGHy7hPBS
186,0.462,0,0.51,6,-5.705,0.0308,0.355,0.0,0.282,0.554,169.536,269765,2hYIS14YyAxEaLwGvNPGgw,Doi Thay,Hồ Quang Hiếu,Doi Thay,2hYIS14YyAxEaLwGvNPGgw
187,0.507,1,0.473,9,-4.568,0.0276,0.865,0.0,0.214,0.347,160.082,234684,0YBTOtHOAYlb8cgdKXv7pe,Sau Tat Ca,ERIK,Sau Tat Ca,0YBTOtHOAYlb8cgdKXv7pe
188,0.576,1,0.393,8,-5.738,0.0282,0.904,0.0,0.153,0.118,119.852,282576,5Lgff6KLQoQfCDqeFHOdmK,,Various Artists,,5Lgff6KLQoQfCDqeFHOdmK
189,0.692,1,0.659,5,-7.672,0.161,0.71,0.000346,0.109,0.523,159.939,198375,3TXSdTpaqKBpWyUG3aJ3LK,Mượn Rượu Tỏ Tình,BigDaddy,Mượn Rượu Tỏ Tình,3TXSdTpaqKBpWyUG3aJ3LK
190,0.702,1,0.564,10,-4.526,0.0308,0.753,0.0,0.104,0.383,121.885,214105,3z2QRl8PD9zAArDybSrNxn,Không Phải Em Đúng Không,Dương Hoàng Yến,Không Phải Em Đúng Không,3z2QRl8PD9zAArDybSrNxn
191,0.652,0,0.809,3,-4.712,0.0379,0.0445,0.0,0.123,0.211,133.018,252632,03lDAXtQ1vEiYzYA8ts6rA,Đã Đến Lúc,SOOBIN,Đã Đến Lúc,03lDAXtQ1vEiYzYA8ts6rA
192,0.68,1,0.841,7,-4.716,0.0311,0.00611,0.0,0.164,0.0762,98.001,228980,6jS9KdVErfIauI0XXX64sw,Em Mới Là Người Yêu Anh,MIN,Em Mới Là Người Yêu Anh,6jS9KdVErfIauI0XXX64sw
193,0.705,0,0.72,8,-7.135,0.0291,0.639,0.513,0.108,0.634,110.96,227492,0YRtuiIMa3FM3LywGlJIii,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,m-tp M-TP,0YRtuiIMa3FM3LywGlJIii
194,0.643,0,0.789,1,-8.233,0.0346,0.00442,0.0,0.0874,0.476,120.022,188082,2HJTiK8apJmdBUcHsfp1mR,Nắng Ấm Xa Dần,Sơn Tùng M-TP,m-tp M-TP,2HJTiK8apJmdBUcHsfp1mR
195,0.533,0,0.442,3,-6.657,0.0288,0.3,2.75e-06,0.155,0.157,130.05,318093,77WB1SRD0tGgkKQFIWCISJ,Thái Bình Mồ Hôi Rơi,Sơn Tùng M-TP,m-tp M-TP,77WB1SRD0tGgkKQFIWCISJ
196,0.536,1,0.311,6,-8.708,0.0367,0.762,1.32e-06,0.106,0.128,123.588,292379,6HaChQZma1WN7Wx6ImCS7N,Anh Oi O Lai,Chi Pu,Anh Oi O Lai,6HaChQZma1WN7Wx6ImCS7N
197,0.527,1,0.397,11,-4.754,0.0279,0.82,0.0,0.105,0.305,153.878,308703,2k45ybOIOrlzSWzwqSs1wa,Chiều Hôm Ấy,JayKii,Chiều Hôm Ấy,2k45ybOIOrlzSWzwqSs1wa
198,0.715,0,0.724,3,-4.854,0.0425,0.0897,0.000269,0.157,0.818,96.014,245659,0f5yQttJS5nNxRAleF4kZO,Hãy Trao Cho Anh,Sơn Tùng M-TP,Hãy Trao Cho Anh,0f5yQttJS5nNxRAleF4kZO
199,0.725,1,0.432,0,-9.337,0.035,0.475,0.0,0.0701,0.618,105.025,260598,6tKr5Ssw53kliB4NTunAuR,Bâng Khuâng,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,6tKr5Ssw53kliB4NTunAuR
200,0.641,1,0.649,0,-6.316,0.0342,0.777,0.0,0.145,0.502,95.023,237610,6beZhrCfab7wos3XsE3tYW,Người Nào Đó,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,6beZhrCfab7wos3XsE3tYW
201,0.608,0,0.82,4,-3.787,0.0305,0.544,0.0,0.1,0.493,116.991,289332,0CYj7RQs90nh9UmvbUGusg,She Neva Knows,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,0CYj7RQs90nh9UmvbUGusg
202,0.71,1,0.551,3,-7.406,0.0531,0.767,0.0,0.0695,0.759,128.013,258351,7m6w44zhxZmu6NIHxHw3oS,2Am,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,7m6w44zhxZmu6NIHxHw3oS
203,0.708,1,0.49,0,-8.288,0.0314,0.914,0.000355,0.186,0.59,122.001,339305,4aI9g0FirvV4yNjKE90dgH,Crying Over You,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,4aI9g0FirvV4yNjKE90dgH
204,0.626,1,0.84,5,-5.753,0.0375,0.802,8.47e-05,0.137,0.572,139.031,231001,4CNXRpUjjRJo6ZDWuRjjOu,Bật Khóc,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,4CNXRpUjjRJo6ZDWuRjjOu
205,0.689,1,0.819,0,-7.905,0.0353,0.0377,0.0,0.306,0.508,120.034,216059,0z9WyatMNFiT3wiGclBAWr,Real Love,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,0z9WyatMNFiT3wiGclBAWr
206,0.668,0,0.793,9,-5.487,0.052,0.461,1.15e-06,0.577,0.974,120.013,230400,4ZcYzMjHMFyTvkFRC7ViUo,Tình Cờ,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,4ZcYzMjHMFyTvkFRC7ViUo
207,0.722,1,0.574,5,-11.226,0.153,0.759,0.0,0.188,0.72,94.06,250514,5EePq6tJ3jDIiJGifxPSyX,Ngọn Nến Trước Gió,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,5EePq6tJ3jDIiJGifxPSyX
208,0.271,0,0.664,6,-8.621,0.148,0.477,0.0,0.0715,0.384,173.891,297169,3HaCldg9Aqn4gm4RrpA4kA,Hoa Sữa,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,3HaCldg9Aqn4gm4RrpA4kA
209,0.655,0,0.37,4,-13.623,0.0467,0.852,0.0,0.0858,0.575,120.027,241894,3EASe8FCXST9pBAO5IIxUs,Thời Gian Sẽ Trả Lời,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,3EASe8FCXST9pBAO5IIxUs
210,0.825,1,0.627,7,-7.876,0.0314,0.722,0.000992,0.164,0.836,107.033,195056,1JLgzeRm1mmin4dhdHn6x5,Talk To You,JustaTee,Tuyển Tập Bài Hát Hit Của JustaTee,1JLgzeRm1mmin4dhdHn6x5
211,0.531,1,0.535,1,-7.219,0.0312,0.675,3.25e-05,0.105,0.563,129.658,292693,4EYcEzkkpJDRVO1TxrzH3r,Nếu Ngày Ấy,SOOBIN,Nếu Ngày Ấy,4EYcEzkkpJDRVO1TxrzH3r
212,0.815,0,0.645,5,-6.334,0.0507,0.107,0.00548,0.0953,0.683,118.024,220169,2OZTkXYCNbZS9TwPRy52Js,Đi Đu Đưa Đi,Bich Phuong,Đi Đu Đưa Đi,2OZTkXYCNbZS9TwPRy52Js
213,0.81,1,0.694,0,-4.906,0.0553,0.201,0.000618,0.114,0.567,150.028,227200,6tOyEmIo6e3VzO9wJg5pVE,Tuổi Gì Mà Chẳng Thích Lì Xì,Bich Phuong,Tuổi Gì Mà Chẳng Thích Lì Xì,6tOyEmIo6e3VzO9wJg5pVE
214,0.707,1,0.851,0,-3.684,0.0654,0.465,2.92e-06,0.138,0.738,155.966,193877,5mBWIm9EGnhZRYBYgAS72m,De Mi Noi Cho Ma Nghe,Hoàng Thùy Linh,Hoang,5mBWIm9EGnhZRYBYgAS72m
215,0.932,0,0.609,10,-6.429,0.133,0.292,0.0,0.056,0.612,140.054,189297,2FWBdovgRvBSzA1JESUe0D,Làm Gì Phải Hốt,JustaTee,Làm Gì Phải Hốt,2FWBdovgRvBSzA1JESUe0D
216,0.649,1,0.626,7,-5.535,0.0541,0.699,0.0,0.0774,0.214,94.847,285742,0wBfjdd1PyQsw3YeEFBrgT,Nước Mắt Em Lau Bằng Tình Yêu Mới,Da LAB,Nước Mắt Em Lau Bằng Tình Yêu Mới,0wBfjdd1PyQsw3YeEFBrgT
217,0.81,0,0.715,10,-5.509,0.047,0.53,0.00034,0.0695,0.774,95.021,220421,6yE1ZSflbG8mIPtICmM3ig,Ơ Sao Bé Không Lắc,BigDaddy,Ơ Sao Bé Không Lắc,6yE1ZSflbG8mIPtICmM3ig
218,0.607,1,0.421,0,-8.89,0.0339,0.898,1.99e-05,0.132,0.333,130.057,334990,5zYUqBZ1mHNM8cpyt9UxYJ,Níu Duyên,Le Bao Binh,Níu Duyên,5zYUqBZ1mHNM8cpyt9UxYJ
219,0.776,0,0.921,2,-3.032,0.0382,0.189,0.0,0.0621,0.598,108.961,199266,5zH2inEP6THOY8tomr3DdZ,Trên Tình Bạn Dưới Tình Yêu,MIN,Trên Tình Bạn Dưới Tình Yêu,5zH2inEP6THOY8tomr3DdZ
220,0.737,0,0.707,2,-3.318,0.0386,0.277,0.305,0.0881,0.196,114.972,208696,2LKI0fGEKR3RWAiY2jqq8k,Một Cú Lừa,Bich Phuong,tâm trạng tan hơi chậm một chút,2LKI0fGEKR3RWAiY2jqq8k
221,0.605,1,0.418,6,-8.931,0.0358,0.884,0.0,0.113,0.429,125.928,276778,3pyHABNUu0QxeyH1x8p7yf,Gặp Nhưng Không Ở Lại,Hiền Hồ,Gặp Nhưng Không Ở Lại,3pyHABNUu0QxeyH1x8p7yf
222,0.569,1,0.66,2,-5.268,0.0358,0.0675,0.0,0.202,0.497,155.907,301538,17iGUekw5nFt5mIRJcUm3R,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,17iGUekw5nFt5mIRJcUm3R
223,0.811,1,0.276,7,-14.892,0.042,0.785,2.83e-06,0.128,0.704,95.021,272152,3VOeGtJwJh2jslvQAFaaEn,Chuyện Rằng,Thịnh Suy,Chuyện Rằng,3VOeGtJwJh2jslvQAFaaEn
224,0.75,1,0.649,4,-5.15,0.0437,0.475,0.000382,0.19,0.402,99.997,179541,5dZHey2U2xrNpvgyop8URS,Duyen Am,Hoàng Thùy Linh,Hoang,5dZHey2U2xrNpvgyop8URS
225,0.745,1,0.527,6,-8.09,0.0786,0.571,0.0,0.11,0.385,95.034,282629,6HpDKKSDZ8QpSHfikENIBC,Gác Lại Âu Lo,Da LAB,Gác Lại Âu Lo,6HpDKKSDZ8QpSHfikENIBC
226,0.673,0,0.376,11,-7.886,0.0357,0.915,8.32e-05,0.0973,0.414,104.997,216000,2IDZxVWQypWxYIP6wqDzGN,em bỏ hút thuốc chưa,Bich Phuong,tâm trạng tan hơi chậm một chút,2IDZxVWQypWxYIP6wqDzGN
227,0.466,0,0.336,11,-9.467,0.0295,0.903,6.77e-06,0.122,0.347,169.203,345000,0tOK24AFJBxeCiJJNUK4ey,Thích Thì Đến,Le Bao Binh,Thích Thì Đến,0tOK24AFJBxeCiJJNUK4ey
228,0.652,1,0.332,2,-10.801,0.0293,0.331,0.0,0.116,0.298,113.904,293158,2Jaaw8PrdUfPlU6o6tL5dl,Mascara,Chillies,Mascara,2Jaaw8PrdUfPlU6o6tL5dl
229,0.746,0,0.724,10,-3.976,0.0498,0.119,2.09e-05,0.0506,0.596,95.003,202105,2z9iLlNBt1aLZUCFgXby97,CÓ CHẮC YÊU LÀ ĐÂY,Sơn Tùng M-TP,CÓ CHẮC YÊU LÀ ĐÂY,2z9iLlNBt1aLZUCFgXby97
230,0.57,1,0.615,3,-4.449,0.0295,0.557,0.0,0.102,0.324,155.966,281455,4tjWbnuqRtd1VIdPqiSSkn,"Đừng Yêu Nữa, Em Mệt Rồi",MIN,"Đừng Yêu Nữa, Em Mệt Rồi",4tjWbnuqRtd1VIdPqiSSkn
231,0.77,1,0.779,6,-4.702,0.0357,0.289,3.87e-05,0.13,0.775,120.006,231000,02Jf3KszL1FB1kG6CILEWE,Vì Yêu Cứ Đâm Đầu,MIN,Vì Yêu Cứ Đâm Đầu,02Jf3KszL1FB1kG6CILEWE
232,0.516,0,0.446,0,-9.384,0.0345,0.969,0.000415,0.128,0.144,88.803,305786,1U8bwOTAtnqlWMCn1mwYyj,Có Chàng Trai Viết Lên Cây,Various Artists,Mắt Biếc (Original Motion Picture Soundtrack),1U8bwOTAtnqlWMCn1mwYyj
